LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
RUS,ROADACCID,DEATH,NBR,A,2006,32724,
RUS,ROADACCID,DEATH,NBR,A,2007,33308,
RUS,ROADACCID,DEATH,NBR,A,2008,29936,
RUS,ROADACCID,DEATH,NBR,A,2009,27659,
RUS,ROADACCID,DEATH,NBR,A,2010,26567,
RUS,ROADACCID,DEATH,NBR,A,2011,27953,
RUS,ROADACCID,DEATH,NBR,A,2012,27991,
RUS,ROADACCID,DEATH,NBR,A,2013,27025,
RUS,ROADACCID,DEATH,NBR,A,2014,26958,
RUS,ROADACCID,DEATH,NBR,A,2015,23114,
RUS,ROADACCID,DEATH,NBR,A,2016,20308,
RUS,ROADACCID,DEATH,NBR,A,2017,19088,
RUS,ROADACCID,DEATH,NBR,A,2018,18214,
RUS,ROADACCID,DEATH,NBR,A,2019,16981,
HRV,ROADACCID,DEATH,NBR,A,1994,804,
HRV,ROADACCID,DEATH,NBR,A,1995,800,
HRV,ROADACCID,DEATH,NBR,A,1996,721,
HRV,ROADACCID,DEATH,NBR,A,1997,714,
HRV,ROADACCID,DEATH,NBR,A,1998,646,
HRV,ROADACCID,DEATH,NBR,A,1999,662,
HRV,ROADACCID,DEATH,NBR,A,2000,655,
HRV,ROADACCID,DEATH,NBR,A,2001,647,
HRV,ROADACCID,DEATH,NBR,A,2002,627,
HRV,ROADACCID,DEATH,NBR,A,2003,701,
HRV,ROADACCID,DEATH,NBR,A,2004,608,
HRV,ROADACCID,DEATH,NBR,A,2005,597,
HRV,ROADACCID,DEATH,NBR,A,2006,614,
HRV,ROADACCID,DEATH,NBR,A,2007,619,
HRV,ROADACCID,DEATH,NBR,A,2008,664,
HRV,ROADACCID,DEATH,NBR,A,2009,548,
HRV,ROADACCID,DEATH,NBR,A,2010,426,
HRV,ROADACCID,DEATH,NBR,A,2011,418,
HRV,ROADACCID,DEATH,NBR,A,2012,393,
HRV,ROADACCID,DEATH,NBR,A,2013,368,
HRV,ROADACCID,DEATH,NBR,A,2014,308,
HRV,ROADACCID,DEATH,NBR,A,2015,348,
HRV,ROADACCID,DEATH,NBR,A,2016,307,
HRV,ROADACCID,DEATH,NBR,A,2017,331,
HRV,ROADACCID,DEATH,NBR,A,2018,317,
HRV,ROADACCID,DEATH,NBR,A,2019,297,
MEX,ROADACCID,DEATH,NBR,A,1994,5115,
MEX,ROADACCID,DEATH,NBR,A,1995,4678,
MEX,ROADACCID,DEATH,NBR,A,1996,4810,
MEX,ROADACCID,DEATH,NBR,A,1997,4975,
MEX,ROADACCID,DEATH,NBR,A,1998,5064,
MEX,ROADACCID,DEATH,NBR,A,1999,5106,
MEX,ROADACCID,DEATH,NBR,A,2000,5224,
MEX,ROADACCID,DEATH,NBR,A,2001,5147,
MEX,ROADACCID,DEATH,NBR,A,2002,4864,
MEX,ROADACCID,DEATH,NBR,A,2003,4650,
MEX,ROADACCID,DEATH,NBR,A,2004,4603,
MEX,ROADACCID,DEATH,NBR,A,2005,4710,
MEX,ROADACCID,DEATH,NBR,A,2006,4908,
MEX,ROADACCID,DEATH,NBR,A,2007,5398,
MEX,ROADACCID,DEATH,NBR,A,2008,5379,
MEX,ROADACCID,DEATH,NBR,A,2009,4869,
MEX,ROADACCID,DEATH,NBR,A,2010,5032,
MEX,ROADACCID,DEATH,NBR,A,2011,4406,
MEX,ROADACCID,DEATH,NBR,A,2012,4539,
MEX,ROADACCID,DEATH,NBR,A,2013,3849,
MEX,ROADACCID,DEATH,NBR,A,2014,3774,
MEX,ROADACCID,DEATH,NBR,A,2015,3490,
MEX,ROADACCID,DEATH,NBR,A,2016,3371,
MEX,ROADACCID,DEATH,NBR,A,2017,2919,
FRA,ROADACCID,DEATH,NBR,A,1994,9019,
FRA,ROADACCID,DEATH,NBR,A,1995,8891,
FRA,ROADACCID,DEATH,NBR,A,1996,8541,
FRA,ROADACCID,DEATH,NBR,A,1997,8444,
FRA,ROADACCID,DEATH,NBR,A,1998,8918,
FRA,ROADACCID,DEATH,NBR,A,1999,8487,
FRA,ROADACCID,DEATH,NBR,A,2000,8079,
FRA,ROADACCID,DEATH,NBR,A,2001,8160,
FRA,ROADACCID,DEATH,NBR,A,2002,7655,
FRA,ROADACCID,DEATH,NBR,A,2003,6058,
FRA,ROADACCID,DEATH,NBR,A,2004,5593,
FRA,ROADACCID,DEATH,NBR,A,2005,5318,
FRA,ROADACCID,DEATH,NBR,A,2006,4709,
FRA,ROADACCID,DEATH,NBR,A,2007,4620,
FRA,ROADACCID,DEATH,NBR,A,2008,4275,
FRA,ROADACCID,DEATH,NBR,A,2009,4273,
FRA,ROADACCID,DEATH,NBR,A,2010,3992,
FRA,ROADACCID,DEATH,NBR,A,2011,3963,
FRA,ROADACCID,DEATH,NBR,A,2012,3653,
FRA,ROADACCID,DEATH,NBR,A,2013,3268,
FRA,ROADACCID,DEATH,NBR,A,2014,3384,
FRA,ROADACCID,DEATH,NBR,A,2015,3461,
FRA,ROADACCID,DEATH,NBR,A,2016,3477,
FRA,ROADACCID,DEATH,NBR,A,2017,3448,
FRA,ROADACCID,DEATH,NBR,A,2018,3248,
FRA,ROADACCID,DEATH,NBR,A,2019,3244,
TUR,ROADACCID,DEATH,NBR,A,1994,5942,
TUR,ROADACCID,DEATH,NBR,A,1995,6004,
TUR,ROADACCID,DEATH,NBR,A,1996,5428,
TUR,ROADACCID,DEATH,NBR,A,1997,5125,
TUR,ROADACCID,DEATH,NBR,A,1998,6093,
TUR,ROADACCID,DEATH,NBR,A,1999,5713,
TUR,ROADACCID,DEATH,NBR,A,2000,5510,
TUR,ROADACCID,DEATH,NBR,A,2001,4386,
TUR,ROADACCID,DEATH,NBR,A,2002,4093,
TUR,ROADACCID,DEATH,NBR,A,2003,3946,
TUR,ROADACCID,DEATH,NBR,A,2004,4427,
TUR,ROADACCID,DEATH,NBR,A,2005,4505,
TUR,ROADACCID,DEATH,NBR,A,2006,4633,
TUR,ROADACCID,DEATH,NBR,A,2007,5007,
TUR,ROADACCID,DEATH,NBR,A,2008,4236,
TUR,ROADACCID,DEATH,NBR,A,2009,4324,
TUR,ROADACCID,DEATH,NBR,A,2010,4045,
TUR,ROADACCID,DEATH,NBR,A,2011,3835,
TUR,ROADACCID,DEATH,NBR,A,2012,3750,
TUR,ROADACCID,DEATH,NBR,A,2013,3685,
TUR,ROADACCID,DEATH,NBR,A,2014,3524,
TUR,ROADACCID,DEATH,NBR,A,2015,7530,B
TUR,ROADACCID,DEATH,NBR,A,2016,7300,
TUR,ROADACCID,DEATH,NBR,A,2017,7427,
TUR,ROADACCID,DEATH,NBR,A,2018,6675,
TUR,ROADACCID,DEATH,NBR,A,2019,5473,
SWE,ROADACCID,DEATH,NBR,A,1994,589,
SWE,ROADACCID,DEATH,NBR,A,1995,572,
SWE,ROADACCID,DEATH,NBR,A,1996,537,
SWE,ROADACCID,DEATH,NBR,A,1997,541,
SWE,ROADACCID,DEATH,NBR,A,1998,531,
SWE,ROADACCID,DEATH,NBR,A,1999,580,
SWE,ROADACCID,DEATH,NBR,A,2000,591,
SWE,ROADACCID,DEATH,NBR,A,2001,583,
SWE,ROADACCID,DEATH,NBR,A,2002,560,
SWE,ROADACCID,DEATH,NBR,A,2003,529,
SWE,ROADACCID,DEATH,NBR,A,2004,480,
SWE,ROADACCID,DEATH,NBR,A,2005,440,
SWE,ROADACCID,DEATH,NBR,A,2006,445,
SWE,ROADACCID,DEATH,NBR,A,2007,471,
SWE,ROADACCID,DEATH,NBR,A,2008,397,
SWE,ROADACCID,DEATH,NBR,A,2009,358,
SWE,ROADACCID,DEATH,NBR,A,2010,266,B
SWE,ROADACCID,DEATH,NBR,A,2011,319,
SWE,ROADACCID,DEATH,NBR,A,2012,285,
SWE,ROADACCID,DEATH,NBR,A,2013,260,
SWE,ROADACCID,DEATH,NBR,A,2014,270,
SWE,ROADACCID,DEATH,NBR,A,2015,259,
SWE,ROADACCID,DEATH,NBR,A,2016,270,
SWE,ROADACCID,DEATH,NBR,A,2017,252,
SWE,ROADACCID,DEATH,NBR,A,2018,324,
SWE,ROADACCID,DEATH,NBR,A,2019,221,
IND,ROADACCID,DEATH,NBR,A,1994,64463,
IND,ROADACCID,DEATH,NBR,A,1995,70781,
IND,ROADACCID,DEATH,NBR,A,1996,74665,
IND,ROADACCID,DEATH,NBR,A,1997,76977,
IND,ROADACCID,DEATH,NBR,A,1998,79919,
IND,ROADACCID,DEATH,NBR,A,1999,81966,
IND,ROADACCID,DEATH,NBR,A,2000,78911,
IND,ROADACCID,DEATH,NBR,A,2001,80888,
IND,ROADACCID,DEATH,NBR,A,2002,84674,
IND,ROADACCID,DEATH,NBR,A,2003,85998,
IND,ROADACCID,DEATH,NBR,A,2004,92618,
IND,ROADACCID,DEATH,NBR,A,2005,94968,
IND,ROADACCID,DEATH,NBR,A,2006,105749,
IND,ROADACCID,DEATH,NBR,A,2007,114444,
IND,ROADACCID,DEATH,NBR,A,2008,119860,
IND,ROADACCID,DEATH,NBR,A,2009,125660,
IND,ROADACCID,DEATH,NBR,A,2010,134513,
IND,ROADACCID,DEATH,NBR,A,2011,142485,
IND,ROADACCID,DEATH,NBR,A,2012,138258,
IND,ROADACCID,DEATH,NBR,A,2013,137572,
IND,ROADACCID,DEATH,NBR,A,2014,139671,
IND,ROADACCID,DEATH,NBR,A,2015,146133,
IND,ROADACCID,DEATH,NBR,A,2016,150785,
IND,ROADACCID,DEATH,NBR,A,2017,147913,
DNK,ROADACCID,DEATH,NBR,A,1994,546,
DNK,ROADACCID,DEATH,NBR,A,1995,582,
DNK,ROADACCID,DEATH,NBR,A,1996,514,
DNK,ROADACCID,DEATH,NBR,A,1997,489,
DNK,ROADACCID,DEATH,NBR,A,1998,499,
DNK,ROADACCID,DEATH,NBR,A,1999,514,
DNK,ROADACCID,DEATH,NBR,A,2000,498,
DNK,ROADACCID,DEATH,NBR,A,2001,431,
DNK,ROADACCID,DEATH,NBR,A,2002,463,
DNK,ROADACCID,DEATH,NBR,A,2003,432,
DNK,ROADACCID,DEATH,NBR,A,2004,369,
DNK,ROADACCID,DEATH,NBR,A,2005,331,
DNK,ROADACCID,DEATH,NBR,A,2006,306,
DNK,ROADACCID,DEATH,NBR,A,2007,406,
DNK,ROADACCID,DEATH,NBR,A,2008,406,
DNK,ROADACCID,DEATH,NBR,A,2009,303,
DNK,ROADACCID,DEATH,NBR,A,2010,255,
DNK,ROADACCID,DEATH,NBR,A,2011,220,
DNK,ROADACCID,DEATH,NBR,A,2012,167,
DNK,ROADACCID,DEATH,NBR,A,2013,191,
DNK,ROADACCID,DEATH,NBR,A,2014,182,
DNK,ROADACCID,DEATH,NBR,A,2015,178,
DNK,ROADACCID,DEATH,NBR,A,2016,211,
DNK,ROADACCID,DEATH,NBR,A,2017,175,
DNK,ROADACCID,DEATH,NBR,A,2018,171,
DNK,ROADACCID,DEATH,NBR,A,2019,199,
IRL,ROADACCID,DEATH,NBR,A,1994,404,
IRL,ROADACCID,DEATH,NBR,A,1995,437,
IRL,ROADACCID,DEATH,NBR,A,1996,453,
IRL,ROADACCID,DEATH,NBR,A,1997,472,
IRL,ROADACCID,DEATH,NBR,A,1998,458,
IRL,ROADACCID,DEATH,NBR,A,1999,413,
IRL,ROADACCID,DEATH,NBR,A,2000,415,
IRL,ROADACCID,DEATH,NBR,A,2001,411,
IRL,ROADACCID,DEATH,NBR,A,2002,376,
IRL,ROADACCID,DEATH,NBR,A,2003,335,
IRL,ROADACCID,DEATH,NBR,A,2004,374,
IRL,ROADACCID,DEATH,NBR,A,2005,396,
IRL,ROADACCID,DEATH,NBR,A,2006,365,
IRL,ROADACCID,DEATH,NBR,A,2007,338,
IRL,ROADACCID,DEATH,NBR,A,2008,279,
IRL,ROADACCID,DEATH,NBR,A,2009,238,
IRL,ROADACCID,DEATH,NBR,A,2010,212,
IRL,ROADACCID,DEATH,NBR,A,2011,186,
IRL,ROADACCID,DEATH,NBR,A,2012,163,
IRL,ROADACCID,DEATH,NBR,A,2013,188,
IRL,ROADACCID,DEATH,NBR,A,2014,192,
IRL,ROADACCID,DEATH,NBR,A,2015,162,
IRL,ROADACCID,DEATH,NBR,A,2016,182,
IRL,ROADACCID,DEATH,NBR,A,2017,155,
IRL,ROADACCID,DEATH,NBR,A,2018,139,P
IRL,ROADACCID,DEATH,NBR,A,2019,140,P
ARM,ROADACCID,DEATH,NBR,A,1997,261,
ARM,ROADACCID,DEATH,NBR,A,1998,316,
ARM,ROADACCID,DEATH,NBR,A,1999,229,
ARM,ROADACCID,DEATH,NBR,A,2000,214,
ARM,ROADACCID,DEATH,NBR,A,2001,237,
ARM,ROADACCID,DEATH,NBR,A,2002,235,
ARM,ROADACCID,DEATH,NBR,A,2003,252,
ARM,ROADACCID,DEATH,NBR,A,2004,259,
ARM,ROADACCID,DEATH,NBR,A,2005,310,
ARM,ROADACCID,DEATH,NBR,A,2006,332,
ARM,ROADACCID,DEATH,NBR,A,2007,371,
ARM,ROADACCID,DEATH,NBR,A,2008,407,
ARM,ROADACCID,DEATH,NBR,A,2009,325,
ARM,ROADACCID,DEATH,NBR,A,2010,294,E
ARM,ROADACCID,DEATH,NBR,A,2011,327,E
ARM,ROADACCID,DEATH,NBR,A,2012,311,E
ARM,ROADACCID,DEATH,NBR,A,2013,316,E
ARM,ROADACCID,DEATH,NBR,A,2014,297,
ARM,ROADACCID,DEATH,NBR,A,2015,346,
ARM,ROADACCID,DEATH,NBR,A,2016,267,
ARM,ROADACCID,DEATH,NBR,A,2017,279,
NOR,ROADACCID,DEATH,NBR,A,1994,283,
NOR,ROADACCID,DEATH,NBR,A,1995,305,
NOR,ROADACCID,DEATH,NBR,A,1996,255,
NOR,ROADACCID,DEATH,NBR,A,1997,303,
NOR,ROADACCID,DEATH,NBR,A,1998,352,
NOR,ROADACCID,DEATH,NBR,A,1999,304,
NOR,ROADACCID,DEATH,NBR,A,2000,341,
NOR,ROADACCID,DEATH,NBR,A,2001,275,
NOR,ROADACCID,DEATH,NBR,A,2002,310,
NOR,ROADACCID,DEATH,NBR,A,2003,280,
NOR,ROADACCID,DEATH,NBR,A,2004,257,
NOR,ROADACCID,DEATH,NBR,A,2005,224,
NOR,ROADACCID,DEATH,NBR,A,2006,242,
NOR,ROADACCID,DEATH,NBR,A,2007,233,
NOR,ROADACCID,DEATH,NBR,A,2008,255,
NOR,ROADACCID,DEATH,NBR,A,2009,212,
NOR,ROADACCID,DEATH,NBR,A,2010,208,
NOR,ROADACCID,DEATH,NBR,A,2011,168,
NOR,ROADACCID,DEATH,NBR,A,2012,145,
NOR,ROADACCID,DEATH,NBR,A,2013,187,
NOR,ROADACCID,DEATH,NBR,A,2014,147,
NOR,ROADACCID,DEATH,NBR,A,2015,117,
NOR,ROADACCID,DEATH,NBR,A,2016,135,
NOR,ROADACCID,DEATH,NBR,A,2017,106,
NOR,ROADACCID,DEATH,NBR,A,2018,108,
NOR,ROADACCID,DEATH,NBR,A,2019,108,
LVA,ROADACCID,DEATH,NBR,A,1994,717,
LVA,ROADACCID,DEATH,NBR,A,1995,611,
LVA,ROADACCID,DEATH,NBR,A,1996,550,
LVA,ROADACCID,DEATH,NBR,A,1997,525,
LVA,ROADACCID,DEATH,NBR,A,1998,627,
LVA,ROADACCID,DEATH,NBR,A,1999,604,
LVA,ROADACCID,DEATH,NBR,A,2000,588,
LVA,ROADACCID,DEATH,NBR,A,2001,517,
LVA,ROADACCID,DEATH,NBR,A,2002,518,
LVA,ROADACCID,DEATH,NBR,A,2003,493,
LVA,ROADACCID,DEATH,NBR,A,2004,516,
LVA,ROADACCID,DEATH,NBR,A,2005,442,
LVA,ROADACCID,DEATH,NBR,A,2006,407,
LVA,ROADACCID,DEATH,NBR,A,2007,419,
LVA,ROADACCID,DEATH,NBR,A,2008,316,
LVA,ROADACCID,DEATH,NBR,A,2009,254,
LVA,ROADACCID,DEATH,NBR,A,2010,218,
LVA,ROADACCID,DEATH,NBR,A,2011,179,
LVA,ROADACCID,DEATH,NBR,A,2012,177,
LVA,ROADACCID,DEATH,NBR,A,2013,179,
LVA,ROADACCID,DEATH,NBR,A,2014,212,
LVA,ROADACCID,DEATH,NBR,A,2015,188,
LVA,ROADACCID,DEATH,NBR,A,2016,158,
LVA,ROADACCID,DEATH,NBR,A,2017,136,
LVA,ROADACCID,DEATH,NBR,A,2018,151,
LVA,ROADACCID,DEATH,NBR,A,2019,135,
SRB,ROADACCID,DEATH,NBR,A,1999,1100,
SRB,ROADACCID,DEATH,NBR,A,2000,1048,
SRB,ROADACCID,DEATH,NBR,A,2001,1273,
SRB,ROADACCID,DEATH,NBR,A,2002,847,
SRB,ROADACCID,DEATH,NBR,A,2003,858,
SRB,ROADACCID,DEATH,NBR,A,2004,953,
SRB,ROADACCID,DEATH,NBR,A,2005,841,
SRB,ROADACCID,DEATH,NBR,A,2006,900,
SRB,ROADACCID,DEATH,NBR,A,2007,962,
SRB,ROADACCID,DEATH,NBR,A,2008,897,
SRB,ROADACCID,DEATH,NBR,A,2009,808,
SRB,ROADACCID,DEATH,NBR,A,2010,656,
SRB,ROADACCID,DEATH,NBR,A,2011,728,
SRB,ROADACCID,DEATH,NBR,A,2012,684,
SRB,ROADACCID,DEATH,NBR,A,2013,646,
SRB,ROADACCID,DEATH,NBR,A,2014,536,
SRB,ROADACCID,DEATH,NBR,A,2015,601,
SRB,ROADACCID,DEATH,NBR,A,2016,606,
SRB,ROADACCID,DEATH,NBR,A,2017,578,
SRB,ROADACCID,DEATH,NBR,A,2018,542,
SRB,ROADACCID,DEATH,NBR,A,2019,531,
DEU,ROADACCID,DEATH,NBR,A,1994,9814,
DEU,ROADACCID,DEATH,NBR,A,1995,9454,
DEU,ROADACCID,DEATH,NBR,A,1996,8758,
DEU,ROADACCID,DEATH,NBR,A,1997,8549,
DEU,ROADACCID,DEATH,NBR,A,1998,7792,
DEU,ROADACCID,DEATH,NBR,A,1999,7772,
DEU,ROADACCID,DEATH,NBR,A,2000,7503,
DEU,ROADACCID,DEATH,NBR,A,2001,6977,
DEU,ROADACCID,DEATH,NBR,A,2002,6842,
DEU,ROADACCID,DEATH,NBR,A,2003,6613,
DEU,ROADACCID,DEATH,NBR,A,2004,5842,
DEU,ROADACCID,DEATH,NBR,A,2005,5361,
DEU,ROADACCID,DEATH,NBR,A,2006,5091,
DEU,ROADACCID,DEATH,NBR,A,2007,4949,
DEU,ROADACCID,DEATH,NBR,A,2008,4477,
DEU,ROADACCID,DEATH,NBR,A,2009,4152,
DEU,ROADACCID,DEATH,NBR,A,2010,3648,
DEU,ROADACCID,DEATH,NBR,A,2011,4009,
DEU,ROADACCID,DEATH,NBR,A,2012,3600,
DEU,ROADACCID,DEATH,NBR,A,2013,3339,
DEU,ROADACCID,DEATH,NBR,A,2014,3377,
DEU,ROADACCID,DEATH,NBR,A,2015,3459,
DEU,ROADACCID,DEATH,NBR,A,2016,3206,
DEU,ROADACCID,DEATH,NBR,A,2017,3180,
DEU,ROADACCID,DEATH,NBR,A,2018,3275,
DEU,ROADACCID,DEATH,NBR,A,2019,3046,
ISR,ROADACCID,DEATH,NBR,A,1994,685,
ISR,ROADACCID,DEATH,NBR,A,1995,709,
ISR,ROADACCID,DEATH,NBR,A,1996,601,
ISR,ROADACCID,DEATH,NBR,A,1997,627,
ISR,ROADACCID,DEATH,NBR,A,1998,636,
ISR,ROADACCID,DEATH,NBR,A,1999,549,
ISR,ROADACCID,DEATH,NBR,A,2000,516,
ISR,ROADACCID,DEATH,NBR,A,2001,565,
ISR,ROADACCID,DEATH,NBR,A,2002,548,
ISR,ROADACCID,DEATH,NBR,A,2003,480,
ISR,ROADACCID,DEATH,NBR,A,2004,505,
ISR,ROADACCID,DEATH,NBR,A,2005,465,
ISR,ROADACCID,DEATH,NBR,A,2006,439,
ISR,ROADACCID,DEATH,NBR,A,2007,415,
ISR,ROADACCID,DEATH,NBR,A,2008,433,
ISR,ROADACCID,DEATH,NBR,A,2009,346,
ISR,ROADACCID,DEATH,NBR,A,2010,375,
ISR,ROADACCID,DEATH,NBR,A,2011,382,
ISR,ROADACCID,DEATH,NBR,A,2012,290,
ISR,ROADACCID,DEATH,NBR,A,2013,309,B
ISR,ROADACCID,DEATH,NBR,A,2014,319,
ISR,ROADACCID,DEATH,NBR,A,2015,356,
ISR,ROADACCID,DEATH,NBR,A,2016,377,
ISR,ROADACCID,DEATH,NBR,A,2017,364,
ISR,ROADACCID,DEATH,NBR,A,2018,316,
ISR,ROADACCID,DEATH,NBR,A,2019,355,
ARG,ROADACCID,DEATH,NBR,A,2008,5759,
ARG,ROADACCID,DEATH,NBR,A,2009,5219,
ARG,ROADACCID,DEATH,NBR,A,2010,5094,
ARG,ROADACCID,DEATH,NBR,A,2011,5040,
ARG,ROADACCID,DEATH,NBR,A,2012,5074,
ARG,ROADACCID,DEATH,NBR,A,2013,5209,
ARG,ROADACCID,DEATH,NBR,A,2014,5279,
ARG,ROADACCID,DEATH,NBR,A,2016,5582,
ARG,ROADACCID,DEATH,NBR,A,2017,5420,P
CHL,ROADACCID,DEATH,NBR,A,1994,2290.6,
CHL,ROADACCID,DEATH,NBR,A,1995,2457,
CHL,ROADACCID,DEATH,NBR,A,1996,2502.5,
CHL,ROADACCID,DEATH,NBR,A,1997,2447.9,
CHL,ROADACCID,DEATH,NBR,A,1998,2546.7,
CHL,ROADACCID,DEATH,NBR,A,1999,2151.5,
CHL,ROADACCID,DEATH,NBR,A,2000,2207.4,
CHL,ROADACCID,DEATH,NBR,A,2001,2030.6,
CHL,ROADACCID,DEATH,NBR,A,2002,2011.1,
CHL,ROADACCID,DEATH,NBR,A,2003,2213.9,
CHL,ROADACCID,DEATH,NBR,A,2004,2281.5,
CHL,ROADACCID,DEATH,NBR,A,2005,2112.5,
CHL,ROADACCID,DEATH,NBR,A,2006,2146.3,
CHL,ROADACCID,DEATH,NBR,A,2007,2138.5,
CHL,ROADACCID,DEATH,NBR,A,2008,2316.6,
CHL,ROADACCID,DEATH,NBR,A,2009,1959.1,
CHL,ROADACCID,DEATH,NBR,A,2010,2069.6,
CHL,ROADACCID,DEATH,NBR,A,2011,2043.6,
CHL,ROADACCID,DEATH,NBR,A,2012,1978.6,
CHL,ROADACCID,DEATH,NBR,A,2013,2103.4,
CHL,ROADACCID,DEATH,NBR,A,2014,2116.4,
CHL,ROADACCID,DEATH,NBR,A,2015,2135.9,
CHL,ROADACCID,DEATH,NBR,A,2016,2177.5,
CHL,ROADACCID,DEATH,NBR,A,2017,1925.3,
CHL,ROADACCID,DEATH,NBR,A,2018,1955.2,
CHL,ROADACCID,DEATH,NBR,A,2019,1972.8,B
MAR,ROADACCID,DEATH,NBR,A,2000,3627,
MAR,ROADACCID,DEATH,NBR,A,2010,3778,
MAR,ROADACCID,DEATH,NBR,A,2011,4222,
MAR,ROADACCID,DEATH,NBR,A,2012,4167,
MAR,ROADACCID,DEATH,NBR,A,2013,3832,
MAR,ROADACCID,DEATH,NBR,A,2014,3489,
MAR,ROADACCID,DEATH,NBR,A,2015,3776,
MAR,ROADACCID,DEATH,NBR,A,2016,3785,
MAR,ROADACCID,DEATH,NBR,A,2017,3726,
MAR,ROADACCID,DEATH,NBR,A,2018,3485,
